,TCGA-A1-A0SM,TCGA-A2-A04R,TCGA-A2-A0CT,TCGA-A2-A0CW,TCGA-A2-A0D4,TCGA-A2-A0ER,TCGA-A2-A0EY,TCGA-A2-A0SV,TCGA-A2-A0SW,TCGA-A2-A0T3,TCGA-A2-A0T4,TCGA-A2-A0YG,TCGA-A2-A0YH,TCGA-A7-A0CJ,TCGA-A7-A13F,TCGA-A8-A06N,TCGA-A8-A06O,TCGA-A8-A06Q,TCGA-A8-A06R,TCGA-A8-A06X,TCGA-A8-A06Z,TCGA-A8-A079,TCGA-A8-A07L,TCGA-A8-A07S,TCGA-A8-A07W,TCGA-A8-A07Z,TCGA-A8-A082,TCGA-A8-A084,TCGA-A8-A085,TCGA-A8-A08F,TCGA-A8-A08G,TCGA-A8-A08I,TCGA-A8-A08P,TCGA-A8-A095,TCGA-A8-A096,TCGA-A8-A097,TCGA-A8-A09C,TCGA-A8-A09D,TCGA-A8-A09I,TCGA-A8-A09M,TCGA-A8-A09N,TCGA-A8-A09Q,TCGA-A8-A09R,TCGA-A8-A09W,TCGA-A8-A09Z,TCGA-A8-A0A9,TCGA-A8-A0AB,TCGA-AN-A03Y,TCGA-AN-A041,TCGA-AN-A049,TCGA-AN-A0AJ,TCGA-AN-A0AK,TCGA-AN-A0AM,TCGA-AN-A0AS,TCGA-AN-A0FF,TCGA-AN-A0FK,TCGA-AN-A0FY,TCGA-AN-A0XR,TCGA-AN-A0XW,TCGA-AO-A03O,TCGA-AO-A03P,TCGA-AO-A0J3,TCGA-AO-A0J7,TCGA-AO-A0JC,TCGA-AO-A0JD,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12B,TCGA-AQ-A04H,TCGA-AR-A0TQ,TCGA-AR-A0TT,TCGA-AR-A0TV,TCGA-AR-A0TY,TCGA-AR-A0TZ,TCGA-AR-A0U2,TCGA-AR-A0U3,TCGA-AR-A1AV,TCGA-B6-A0IB,TCGA-B6-A0IC,TCGA-B6-A0IM,TCGA-B6-A0RL,TCGA-B6-A0WV,TCGA-B6-A0WW,TCGA-B6-A0X5,TCGA-BH-A0AU,TCGA-BH-A0AY,TCGA-BH-A0B5,TCGA-BH-A0BD,TCGA-BH-A0BF,TCGA-BH-A0BZ,TCGA-BH-A0C0,TCGA-BH-A0C3,TCGA-BH-A0C7,TCGA-BH-A0DD,TCGA-BH-A0H0,TCGA-BH-A0HU,TCGA-BH-A0HW,TCGA-BH-A0W3,TCGA-BH-A18F,TCGA-BH-A18J,TCGA-BH-A18L,TCGA-BH-A18U,TCGA-BH-A1EW,TCGA-C8-A12M,TCGA-C8-A12U,TCGA-C8-A12W,TCGA-C8-A12X,TCGA-C8-A1HG,TCGA-C8-A1HL,TCGA-C8-A1HM,TCGA-C8-A1HN,TCGA-D8-A13Y,TCGA-D8-A140,TCGA-E2-A107,TCGA-E2-A109,TCGA-E2-A10A,TCGA-E2-A10C,TCGA-E2-A14O,TCGA-E2-A14S,TCGA-E2-A14W,TCGA-E2-A155,TCGA-E2-A15A,TCGA-E2-A15K,TCGA-E2-A15L,TCGA-E2-A15M,TCGA-E2-A15S,TCGA-E2-A15T
CASP7,1.0815,0.798875,0.8445,0.7659999999999999,0.419875,1.433625,1.03325,1.22325,1.33,0.044875,1.292875,0.376,1.822875,0.968875,1.082875,1.0905,1.40975,-0.5805,0.44925,1.40125,0.18325,2.31175,1.27125,0.948125,1.37675,0.726,0.947125,0.806375,0.867625,-0.34575,0.6515,1.45625,0.978375,1.0070000000000001,1.53,0.775125,1.453125,0.61325,0.703125,0.70075,2.03625,1.36175,1.177875,2.299,1.328625,1.626375,-0.07575,1.618375,0.624625,1.4565,0.8625,0.025375,0.879625,1.7005,1.7015,0.163,1.21075,1.502375,0.703625,1.946375,0.39799999999999996,-0.0215,0.9179999999999999,0.742875,0.740125,2.026375,1.266875,2.567875,-0.741125,1.614625,0.851875,0.986375,-0.697875,0.483125,0.056625,0.96575,1.29475,1.228125,1.05575,1.60175,0.79675,1.4865,1.7209999999999999,1.4265,2.000875,2.09875,1.640375,1.896125,1.615625,0.472375,1.56775,1.1125,1.5105,1.660625,0.7225,1.567,0.536375,0.765375,1.447875,1.392875,1.005,2.292,1.93375,0.020625,0.25825,1.237625,1.870875,1.784875,1.033625,0.52725,0.45175,0.386,0.816625,1.620125,0.64425,1.810625,0.301875,2.089125,1.8505,0.18775,1.5235,1.619,1.87225,0.427625,1.273625,0.847125,2.604375
DLL3,-1.34,-1.6475,-0.781125,-0.0195,-1.5075,-1.948875,-1.589,-1.6625,-1.361125,1.328125,-1.923875,-1.11625,-1.495625,-0.147125,-2.861,-2.192125,-2.03875,-0.102875,-0.628375,-2.110875,-1.588375,-1.682875,0.909625,-1.693625,-0.311125,-1.3275,-1.134625,-1.449625,-1.797625,-1.631,-1.1165,-0.005124999999999979,-2.247625,-1.800875,-1.9454285714285702,-1.7005,-2.2601666666666698,-1.1825,-2.05875,-1.787875,-2.11825,-2.2027142857142903,-1.102625,-1.3685,-2.215375,-2.194375,-1.557125,-2.4095,-1.511875,-1.664625,-1.800875,-1.732,-0.700375,-1.7115,-1.228125,-1.623625,-1.79425,-1.8505,-1.39,-1.9475,-0.574875,-2.20775,-1.8835,-1.697375,-1.571875,-2.09375,-2.0825714285714296,-0.91525,-1.65275,-1.467125,-0.9645,-1.79775,0.43775,-0.80175,-0.415875,-0.815125,0.03525,-2.110125,-1.96375,-0.152625,-1.796125,-1.855625,-1.77975,-1.351,-0.201875,-1.628625,-0.7677143,-2.2655,-2.093375,-0.397625,-2.072125,-1.567375,-2.098875,-2.0215,-0.675125,-1.439875,-0.066625,-1.993,-1.786625,-1.158375,-2.106,-0.756625,-0.93975,-1.8265,0.525375,-1.558625,-0.570375,-0.440125,-1.736375,-1.422625,-0.071375,-0.672875,-1.955,-2.071875,-1.5290000000000001,-1.300625,-0.4185,-1.568125,-1.365,-2.1441666666666697,-1.862375,-2.196625,-2.084625,-2.10525,-1.204125,1.721625,-0.51875
FASLG,0.88475,0.6165833000000001,1.5420833333333301,3.21525,0.40399999999999997,2.1855,3.14633333333333,1.363833,4.157667,2.171667,3.07641666666667,2.202917,3.158417,2.150833,1.02716666666667,1.286083,2.35058333333333,0.7556666999999999,2.9309166666666697,3.7135,0.7268333,1.6530833333333301,1.32016666666667,1.150333,3.50158333333333,2.6856666667,1.3264166667,1.48,0.41675,3.19225,2.577,5.0089999999999995,4.2219166667,2.7225,3.8854166666666696,2.313167,1.45741666666667,2.8560000000000003,3.96666666666667,3.1819166667000003,3.1940833333333303,3.8195,3.73325,1.6185829999999999,4.5904169999999995,2.44683333333333,0.48341670000000003,3.5516666667,2.01725,1.19591666666667,3.8755,3.1744166666666698,2.7665830000000002,1.6580833333000002,2.75308333333333,1.526,1.9626666667,0.8201666999999999,4.1841666667,3.2199169999999997,1.20783333333333,2.2603333333,1.4788181818181798,4.6765,3.211417,1.107,1.9439166666666698,0.8569166667,2.0313333333,2.157833,3.7991669999999997,3.15225,1.43741666666667,1.671,1.79075,2.060917,4.83433333333333,0.57075,0.4446,2.04209090909091,-0.3791666666666671,1.4943333333333302,1.469833,0.69075,3.190667,2.32475,2.217917,3.47325,4.34533333333333,4.36941666666667,5.062583,3.72941666666667,2.88966666666667,3.22,2.46308333333333,3.3555454545454504,0.414181818181818,1.8880000000000001,2.4019169999999996,0.99925,2.82416666666667,2.8789999999999996,2.4869166667,2.86608333333333,3.7480830000000003,2.74908333333333,2.2691666666666697,4.1316666667,2.71816666666667,5.222,1.9891666666666699,0.3838333333333329,3.505833,1.5174166667,1.5116666666999998,1.63891666666667,2.2876666667,1.6381666666666699,2.360417,0.603,1.089,3.97658333333333,4.34766666666667,0.0577500000000001,3.6080833332999998,1.800083,1.11633333333333
PRKAR2B,-0.192,2.200125,-0.1755,2.168625,-0.148625,1.752375,1.7515,-0.155875,0.93425,-0.7415,1.14275,0.755125,0.2125,-2.45175,-0.16475,2.27025,0.173875,-0.899,1.759875,1.1520000000000001,1.571125,0.634,1.0265,0.498,1.082125,1.28525,1.12325,1.59575,0.244875,1.63625,-0.906125,1.0415,-0.281125,1.151875,0.998875,-0.5845,-0.268125,2.057375,1.31725,1.265875,-0.43275,1.7790000000000001,1.98325,0.116625,3.25725,-0.7525,1.71575,1.841375,0.780625,0.28975,-1.108125,-1.249375,-0.964875,-1.445,0.75125,-0.564125,-0.635375,1.40925,-0.221625,1.839375,-1.5345,2.41275,-1.078875,-0.959875,0.259875,1.22125,-1.32325,1.379375,1.6035,1.891375,1.09825,-2.78575,-0.976,0.5305,-0.4565,0.9535,-0.21525,1.236625,1.68,1.6715,1.45425,1.761,1.261125,-2.798,-0.7455,-0.1245,0.03575,1.152125,-2.9589999999999996,-2.641875,-0.46,1.33625,0.286625,2.876875,0.976625,-0.098875,0.980375,2.705125,1.662,0.701125,2.0909999999999997,-2.16685714285714,-0.262375,3.346625,1.181875,0.020625,-1.450875,-0.828875,-1.570375,0.465375,-2.02325,1.44475,0.484375,1.407125,0.232875,1.484625,0.908375,-0.2695,-0.0495,0.089375,3.297875,0.93675,-0.943875,1.084,1.330125,1.618875,-0.104875
DFFA,-1.459875,-0.948,-0.617875,-0.774625,-0.517125,-0.6195,-1.15975,-0.52425,-0.344375,-0.96825,-0.8775,-1.132875,-0.509375,-0.384125,-0.7190000000000001,-0.747,-0.8305,-0.45875,-0.968,-0.284,-0.1275,-0.389875,-0.900625,-0.580625,-0.294125,-0.765375,-0.33125,-0.614125,-0.292375,-0.290375,-0.539375,-1.1615,-0.5710000000000001,-0.61675,-0.58925,-0.319625,0.05925,-0.664375,-1.09325,-0.514625,-0.44475,-0.4115,-0.7829999999999999,-0.810625,-0.4535,-0.3675,-0.7005,-0.955625,-0.661375,-0.9035,-0.859875,-1.38475,-0.213,-0.06275,-0.492875,-1.3359999999999999,-0.206625,-0.199875,-1.07675,-0.616,-0.29375,-0.866625,-0.755,-0.66725,-0.311625,-1.1235,-0.782875,-0.34675,0.01825,-0.5395,-0.423875,0.029625,-0.92675,-1.10075,-1.082625,-0.94975,-1.22725,-0.42675,-0.713875,-0.5920000000000001,-0.853,-0.59525,-1.02225,-0.71,-0.95275,-0.225125,-0.78575,-0.696,-0.4825,-0.259,-0.365625,-0.372375,-0.59175,-1.232875,-0.478875,-0.516625,-0.79325,-0.562125,-0.87875,0.24475,-0.867625,-0.821875,-1.014625,-0.736625,-0.750625,-0.298125,-0.83525,-0.34025,-0.723125,-0.96875,-0.65475,-1.42225,-0.864125,-0.89025,-0.306375,-1.5445,-0.721625,-0.33399999999999996,-0.92675,-0.1745,-0.425875,-1.061125,-0.979875,-0.563,-0.901875,-0.94875,-0.513625
DDIT4,0.4945,-1.1089,-2.1084,-2.281,-1.4918,-2.274,-1.546,-0.7635,-1.0911,-1.1051,-1.4109,-2.0656,-0.4136,-0.65,-0.0573,-2.6052,-0.4973,1.5135,-0.6904,-0.6778,-1.8561,-1.0376,-1.8607,-2.0665,-0.5073,-2.1298,-1.5030000000000001,-1.2930000000000001,-1.9284,-1.3694,-1.8498,-1.3686,-0.5412,-0.8085,-1.084,-2.2001,-0.5616,-1.4395,-1.0468,-0.3986,0.9071,-0.4463,-0.7297,-0.7848,-2.3393,-0.1269,-0.2939,-1.2756,-2.1955,-0.2211,-1.2518,-0.3941,-1.2426,-0.6446,-0.6589,-2.2432,-1.6055,0.1593,-0.7495,0.4168,-1.3839,-1.8813,-0.6451,-0.6118,-0.0692,-0.505,-2.1942,-1.3893,-1.9292,-0.9668,-1.5402,-2.4245,-1.0648,-1.3812,-1.0152,-1.5381,-0.24,0.0395,-0.298,-2.431,-2.4130000000000003,0.0439,-1.6378,0.163,0.7099,-0.4459,0.2317,-0.147,0.2378,-1.34366666666667,0.2669,0.0747,-1.0264,-2.345,-1.7342,-1.2442,-2.1669,-0.6096,0.0984,-0.6787,-1.2649,-0.5102,-0.9277,-1.6999,-2.1696,-1.4572,-2.3592,-1.6601,-1.0419,0.7252,-1.8702,-1.1766,-1.5501,0.8896,-0.1993,-1.8155,-1.5506,1.6969999999999998,-1.7039,-0.3283,-0.6718,-1.7122,-0.8138,-1.3678,-1.2942,-0.6455,-1.193
PIK3CG,-0.9023333333,-2.361333,-0.987166666666667,-1.3901666666666699,-1.5034,-0.501333333333333,-0.889,-0.7713333,-0.1763333,-2.0668330000000004,-0.187,-1.5376670000000001,0.2966667,-1.9123330000000003,-1.371,-1.9866669999999997,-1.226,-1.6693330000000002,-1.16616666666667,-1.296333,-1.303333,-1.8343333333333303,-2.042,-0.9606667,-1.05483333333333,-0.6995,-0.7431666667,-1.8226666666666698,-1.73533333333333,-0.4655,-1.170833,0.553666666666667,-0.4053333333,-1.1325,-0.20566666666666697,-0.48483329999999997,-1.8552,-0.3561666666666671,-0.881333333333333,-0.8803333333,-1.32066666666667,0.0803333333333334,-0.794333333333333,-0.95,-0.9129999999999999,-1.4591666666666698,-1.9596669999999998,-1.0938333332999999,-1.2725,-0.696666666666667,-0.987666667,-2.0606666666666698,-1.4445,-1.2590000000000001,-0.19966666666666696,-1.6880000000000002,-1.7911666667,-2.2119999999999997,-0.1801666667,-1.230833,-1.7656666666666698,-2.0202,-1.8486666666666698,1.4731670000000001,-1.0415,-0.837333333333333,-1.28033333333333,-1.3435,-1.4011666666999998,-0.7426666999999999,0.441,-0.4346667,-1.6723333333333301,-1.4581666667,-1.012167,-1.1765,1.5103333333333302,-3.565667,-3.1724,-1.8075,-2.4061666666666697,-2.9673333333333303,-1.456833,-1.8003330000000002,-1.181667,-0.561666666666667,-1.432833,-0.2833333333,-0.21666666666666698,-0.4148333333333329,0.5703333,-1.08433333333333,-1.20066666666667,-1.061167,-1.33816666666667,-2.3056,-2.39533333333333,-1.0845,-1.022167,-1.2590000000000001,-1.40416666666667,-1.619,-0.7929999999999999,-0.980666666666667,-0.8171666999999999,-0.2345,-1.21166666666667,-0.528,-1.9051666666666698,-0.30766666670000004,-1.25533333333333,-2.0155,-0.2525,-1.5886666666999998,-1.1508333333,-0.880333333333333,-1.0385,-2.9116666666666697,-0.5243333,-3.31666666666667,-1.7785,-0.6325,-0.830833333333333,-1.9185,0.3476666667,-2.4971669999999997,-1.7638333333333303
TFDP1,0.039,-0.45883329999999994,-1.3928333333333303,-0.657,-0.698833333333333,-0.4525,-0.18316666666666698,-0.5988333,-1.163,-0.231,-0.259666666666667,-0.2915,0.16466670000000003,-1.7306669999999997,-0.3715,-1.4505,-1.03783333333333,-0.2793333,-1.09033333333333,-0.7351667,-0.9096666999999999,-0.915666666666667,-0.496,-0.2601667,-0.986166666666667,-0.228,-0.2025,-0.4471666666666671,-1.27766666666667,-1.360167,0.696,0.137333333333333,-0.44016666670000004,0.551166666666667,-0.735666666666667,-0.05216667,-0.7235,-0.4438333333333329,-0.8523333333333329,-0.6235,-0.4276666666666671,-0.727,-0.567833333333333,0.188,-0.7928333000000001,-0.864833333333333,-0.2641667,0.38016666670000004,0.6661667,-0.542833333333333,-0.659166667,0.898333333333333,-0.3041667,-0.9868333333,-0.725666666666667,-1.00333333333333,0.4578333333,-0.8071666999999999,-0.758,-1.039333,-0.251333333333333,-0.6,-0.21516666666666698,-0.8328333,0.5445,-1.6586666666666698,-1.07533333333333,-0.3543333333,-0.3406666667,-0.4291667,0.04033333,-0.8911667,-0.213,-0.1521666667,-0.2681667,0.34600000000000003,-0.24966666666666698,-0.664,-0.765833333333333,-0.840666666666667,-0.656333333333333,-0.0121666666666667,-1.705,-0.8991667,-0.6021666999999999,-0.995,-0.2951667,-0.3316666667,-0.3723333333333329,-0.751833333333333,-0.9925,-0.4185,1.34,-1.8023330000000002,-0.95,-1.33516666666667,-1.22416666666667,-1.022833,-0.6353333000000001,-0.595,-0.5921666666666671,-0.894833333333333,-0.7836666667000001,-1.0815,-0.8103333,-1.01516666666667,-0.0278333333333333,-0.6293333333,-0.542,-0.4571666667,-0.935166666666667,0.155833333333333,-0.6136666999999999,-0.4243333333,-0.4675,-0.446,-1.2458333333,-1.07783333333333,-0.5698333000000001,-0.525,-0.9585,-0.4896666666666671,-0.4016666666666671,-0.46833333333333294,-0.8638333333,-0.7318333,0.3515
NODAL,0.1663333333,-0.263,-0.313333333333333,-0.17633333333333304,-0.0221666666666667,-0.5953333333333329,-0.4064,0.0115,0.05116667,-0.13316670000000003,-0.1175,-0.04066667,0.025,-0.3173333,-0.3372,-0.6198,0.3536666666666671,0.25666669999999997,0.111333333333333,0.3426667,-0.2535,-0.110833333333333,0.040999999999999995,0.0865,0.248,0.38,-0.1251666667,-0.162666666666667,0.144333333333333,-0.4445,0.08533333,-0.143166666666667,0.0508333333,0.0396666666666667,-0.1786,-0.2783333,-0.9823333333333342,-0.505,-0.419,-0.0835,0.762833333333333,0.0786666666666667,-0.23183333333333303,0.18966670000000002,0.1405,0.3838333333333329,-0.2896667,-0.2421666667,0.01683333,0.045,-0.0945,0.4176666666666671,-0.06333333,-0.0188333333,-0.0821666666666667,-0.5486666666666671,-0.069,-0.3913333,-0.17016666670000002,-0.20766669999999998,0.820833333333333,-0.54,-0.2385,-0.062,-0.03266667,-0.4198,0.00133333333333333,-0.0508333333,0.032,-0.1648333,0.006,-0.1218333,-0.136666666666667,0.0551666667,0.04816667,0.1185,-0.41275,-0.2068333,-0.23516666666666697,-0.565666666666667,0.00766666666666665,0.10266666666666699,-0.05633333,0.18316670000000002,-0.4995,-0.0873333333333333,-0.2191667,-0.0478333333,0.489,0.320833333333333,0.0325,-0.608833333333333,-0.20533333333333303,-0.1753333,-0.289,-0.0488333333333334,-0.6033333333333329,-0.22833330000000002,-0.13416670000000003,-0.0956666666666667,-0.243333333333333,-0.0551666666666667,0.0225,-0.47666666666666707,0.05566667,0.00699999999999999,0.0711666666666667,-0.0443333333,0.159833333333333,0.20383333329999997,-0.293,-0.3901666666666671,-0.24016669999999998,-0.1391666667,0.2636666667,0.0145,0.2625,0.0616666666666666,-0.1356667,-0.2305,-0.3221666667,-0.162833333333333,-0.0235,0.171,-0.4015,0.04116667,-0.0776666666666667
WNT8A,-0.22675,-0.366,-0.22175,-0.03225,-0.2475,-0.469,0.59875,-0.1775,0.06125,-0.449,-0.05325,0.0775,-0.08525,0.1053333,-0.3115,-0.08800000000000001,-0.12375,-0.0675,-0.14400000000000002,-0.5645,-0.30025,-0.096,0.05325,-0.02325,-1.15575,-0.77525,-0.25633333329999997,0.621,-0.1185,-0.127,0.1625,-0.1625,-0.34299999999999997,0.25625,0.62225,0.27425,-0.46425,-0.345,-0.53425,-0.36975,-0.23475,-0.5343333333333329,-0.64775,0.28975,0.12125,0.19475,0.22925,-0.8896666667,-0.4575,-0.26899999999999996,0.23675,-0.23725,-0.2155,0.4055,-0.20425,-0.862,-0.0415,0.11599999999999999,-0.33,-0.3435,0.1985,-1.52175,-0.23575,-0.6305,-0.86575,0.171,-0.632,0.3035,-0.12925,-0.18025,-0.01975,-0.18375,-0.76875,0.005,-0.18575,-0.64125,0.00775,0.25025,-1.6740000000000002,-0.925,-0.0045000000000000205,-0.62125,-0.84875,-0.1355,-0.36275,0.13175,-0.19033329999999998,-0.4795,0.767,0.48425,-0.684,-0.949666666666667,-0.09425,-0.69,-0.177,-0.3946666666666671,-0.42025,-0.1055,-0.4955,0.2855,0.03,-1.5655,0.05175,-0.024,-0.19575,0.613333333333333,0.0012499999999999699,-0.82625,-1.0385,-0.58225,-0.34275,-0.53,-0.4333333,-0.4775,-0.10975,0.17225,-0.23125,-0.615,0.0365,0.47266666666666707,-0.0705,-0.3945,0.3995,-0.46075,-0.40725,-0.19025,-0.90175
TNFRSF10B,-0.079625,-1.475375,-1.232125,-1.592375,-1.540375,-1.425625,-1.435875,-1.243875,-1.2205,-1.930375,-0.99175,-0.70775,-1.502375,-1.340875,-0.26625,-3.720625,-1.9615,-2.7510000000000003,-1.992375,-1.221625,-3.23175,-1.29575,-1.757,-1.955625,-1.85575,-1.149,-2.40725,-0.919875,-2.14575,-1.619875,-1.818625,-1.270375,-1.0235,-0.509375,-0.29625,-1.767625,0.1595,-1.163875,-0.85125,-1.386,-1.265125,-1.793875,-1.287125,-1.109125,-0.022375,-0.010125,-0.6295,-1.949875,-1.27725,-1.2035,-1.778125,-0.446125,-1.011,-1.11925,-0.448625,-1.3695,-2.685375,0.246125,-0.9470000000000001,-2.161,-2.1425,-3.0980000000000003,-0.622625,-0.807625,-0.99775,-1.5185,-0.920625,-1.83375,-2.104375,-0.788875,-1.460625,-2.398,-2.699375,-1.045,-1.478625,-2.25875,-0.83375,-0.058375,-0.419,-1.56725,-1.892875,-1.440625,-1.37275,-2.255875,-0.690625,-1.296,-0.550875,0.16399999999999998,-1.3935,-0.958125,-1.491875,-0.479,-1.572375,-1.20225,-3.174,-1.2805,-1.5755,-0.972875,-1.0875,-0.710375,-2.1795,-2.340875,-1.1085,-2.43025,-0.904,-1.963,-2.231875,-2.23325,-1.733375,-0.536875,-2.057,-2.63825,-1.514625,-1.0415,-2.3355,-0.954375,-1.489875,-0.109125,-1.847875,-1.085625,-2.289125,-1.262,-1.251125,-0.678875,-1.464125,-2.6105,-2.3065
ACVR2B,-2.0257857143,0.2165,-0.40028571428571397,-1.04092857142857,-0.870142857142857,-0.7350714285714279,-1.34485714285714,-1.816571,-2.298786,-2.141429,-1.32728571428571,-1.728357,-1.409214,-1.0815709999999998,-1.84714285714286,-0.6712143,-1.02535714285714,-1.203571,-1.2091428571428602,-1.104643,-1.261929,-0.3983571428571429,-0.532714285714286,-1.379143,-1.6127142857142902,-1.0603571429,-0.604,-1.148,-0.788428571428572,-0.8725714,-1.4787860000000002,-0.983857142857143,-0.9859285714,-1.48892857142857,-1.19478571428571,-1.1440709999999998,-0.20057142857142898,-0.6258571428571429,-0.41471428571428604,-1.3524285714,-1.50135714285714,-0.265428571428571,-1.4757857142857098,-1.403286,-2.0624290000000003,-0.7537857142857142,-0.607,-1.1240714286,-0.8415,-1.73864285714286,-1.2642142859999999,-2.5672142857142903,-0.5787143,-0.6840714286,-1.2495714285714299,-1.09678571428571,0.0807142857,-0.9490714,-1.7147142857,-1.026714,-1.08564285714286,-0.9662142856999999,-0.7584285714285709,-1.566643,-1.322857,-1.38114285714286,-1.8227857142857098,-1.0777857143,-0.9027857143000001,-1.2527139999999999,-1.069,-1.151143,-0.8935714285714291,-1.3339285714,-0.3605,-0.9842143,-1.7017857142857098,-0.03764286,-1.06564285714286,-0.952857142857143,-0.25964285714285695,-1.3395,-1.595357,-0.9490000000000001,-2.075,-1.82971428571429,-1.449286,-1.0306428571,-1.84635714285714,-1.84185714285714,-1.6364290000000001,-1.85035714285714,-1.4265,-1.5251430000000001,-0.624642857142857,-0.7547142857142858,-0.17542857142857096,-1.138714,-1.354357,-1.57335714285714,-0.975642857142857,-1.78,-1.4689285713999998,0.212428571428571,-1.195714,-0.668071428571429,-1.1813571428571399,-1.6768571428999999,-1.56542857142857,-1.7332142857,-0.9937142857142858,-0.177,-0.40142859999999997,-1.3207142856999998,-0.7985714286,-1.01714285714286,-1.3668571428999998,-1.48721428571429,-0.7607143,-1.27178571428571,-0.7446428570999999,-1.70842857142857,-1.7857142857142903,-1.3967857142857099,-1.6895,0.28221430000000003,-0.8079999999999999
SUFU,0.8718333333,0.5035833,0.3955,0.912,0.16883333333333303,0.294833333333333,0.39825,0.3971667,0.63975,0.285,0.831416666666667,0.7258333,0.6048333,1.2105,0.8014545454545459,-0.04616667,1.04175,0.3649167,0.618083333333333,0.8645833,0.564,0.5539166666666671,0.899333333333333,0.9886666999999999,0.8049166666666671,0.9224166667,0.1516666667,0.289916666666667,0.591,0.28941669999999997,0.5134167000000001,0.11975,0.27875,0.6820833333333329,0.696,0.25716669999999997,0.5218333333333329,0.50475,0.44191666666666707,0.38725,1.12575,0.656333333333333,0.41200000000000003,0.7203333000000001,0.6304166999999999,0.674666666666667,0.7086667,0.82925,0.5233333,0.554333333333333,1.22425,0.701,0.15725,1.1984166667,0.5031666666666671,0.4543333333333329,0.5463333333,0.8085833,0.2650833333,1.589583,0.33975,0.7924166667,0.567333333333333,0.7785833000000001,0.32799999999999996,0.18816666666666698,0.913166666666667,0.5088333333,0.24175,0.47925,0.6075,0.47941670000000003,0.7716666666666671,0.90725,0.0855,0.6566666999999999,1.01058333333333,0.426,0.61275,0.4090833333333329,0.31158333333333305,0.579666666666667,0.68325,0.25516669999999997,0.7493333000000001,1.19891666666667,0.715,0.71625,1.03041666666667,0.810416666666667,0.8511666999999999,0.779416666666667,0.5144166666666671,0.38175,0.566666666666667,0.551583333333333,0.19216666666666699,0.6625,0.6105833,1.08008333333333,0.4819166666666671,0.4533333333333329,0.5398333332999999,0.6789166666666671,0.212,0.3634166666666671,0.700333333333333,0.5964166667,1.10725,0.2230833333,0.5580833333333329,-0.20008333333333303,0.16075,0.7669166667,0.79475,0.692416666666667,0.6054166667,1.6324166666666697,0.87975,0.24725,0.6804166667,0.555833333333333,0.4130833333333329,0.755333333333333,0.5160833333,0.7891667,0.924833333333333
AKT1,1.008,-0.926625,-0.315875,-1.002625,-0.66125,-0.220875,-0.26825,-0.81225,-0.02725,-0.182125,0.20525,0.856625,0.502125,-0.66725,1.4680000000000002,-0.41200000000000003,-0.769375,0.076,0.856875,0.8909999999999999,-0.451625,-0.04775,-0.7085,-0.0225,-0.57925,0.345,0.310625,0.62675,-0.106875,-0.865125,1.00875,-0.21075,-0.104375,0.3445,-0.378625,-0.806625,-0.2935,0.178375,0.30275,-0.854875,0.540875,-0.084125,-0.3545,0.554125,0.264375,-0.343875,-1.05975,-0.394625,0.63375,-0.532875,-0.378375,1.864625,-0.375875,1.506125,-0.648875,-0.768125,-0.8565,-0.159375,-0.095875,-0.136875,0.09675,-0.259,-0.366125,-0.7145,1.125375,-1.6155,0.734625,-0.70025,0.613875,0.30675,-0.1045,-0.58925,0.17025,1.461125,0.91575,0.551375,-0.845125,-0.019625,-0.66275,0.24875,-0.402625,-0.145125,-0.242625,0.025625,-0.86025,0.190875,0.112625,-0.26925,1.16525,1.25675,0.038125,0.387875,-0.00325,-1.026,0.19975,-0.542625,-1.2425,-0.0735,-0.158875,0.1075,-0.408875,-0.19925,-0.710875,-0.428125,0.25575,-0.54025,0.239375,-1.44175,1.3285,-0.57575,-0.843875,-0.23625,-0.103125,0.543375,0.4765,0.019875,0.662,-0.582625,-0.033,-0.908125,0.0295,-0.427125,0.21100000000000002,0.108125,-0.552125,-0.940625,0.67925
