,TCGA-A2-A04W,TCGA-A2-A04X,TCGA-A2-A0CL,TCGA-A2-A0CX,TCGA-A2-A0CY,TCGA-A2-A0D1,TCGA-A2-A0EQ,TCGA-A2-A0T1,TCGA-A8-A075,TCGA-A8-A076,TCGA-A8-A07B,TCGA-A8-A07I,TCGA-A8-A081,TCGA-A8-A08B,TCGA-A8-A08J,TCGA-A8-A08L,TCGA-A8-A08X,TCGA-A8-A092,TCGA-A8-A094,TCGA-A8-A09G,TCGA-A8-A09X,TCGA-A8-A0A7,TCGA-AN-A04C,TCGA-AN-A0FV,TCGA-AO-A03L,TCGA-AO-A03N,TCGA-AO-A0J2,TCGA-AO-A0JE,TCGA-AO-A12D,TCGA-AR-A0TX,TCGA-AR-A1AT,TCGA-B6-A0I9,TCGA-B6-A0IK,TCGA-B6-A0RH,TCGA-B6-A0RS,TCGA-BH-A0AW,TCGA-BH-A0B7,TCGA-BH-A0DZ,TCGA-BH-A0EE,TCGA-BH-A0HY,TCGA-BH-A18P,TCGA-BH-A18R,TCGA-BH-A1EV,TCGA-C8-A12L,TCGA-C8-A12P,TCGA-C8-A12Q,TCGA-C8-A12T,TCGA-C8-A12Z,TCGA-C8-A130,TCGA-C8-A135,TCGA-C8-A137,TCGA-C8-A138,TCGA-C8-A1HF,TCGA-D8-A13Z,TCGA-E2-A14P,TCGA-E2-A14V,TCGA-E2-A152,TCGA-E2-A1B0
CASP6,-0.146,1.24225,0.764625,2.28675,-0.049,1.22775,1.383125,0.412375,0.521875,1.5219999999999998,1.00675,1.145875,0.5025,-0.363875,1.036125,0.544125,-0.200625,0.34375,0.5985,1.10375,0.00912500000000001,0.45275,1.8635,1.07225,1.172625,-0.385125,0.31575,-0.112875,0.016125,0.7829999999999999,1.181,0.053,-0.317125,0.099,0.443125,0.71925,0.89625,0.9965,0.5445,1.258375,1.7995,1.084625,0.456625,0.733625,-0.792,1.504,1.256,0.500875,0.099375,1.688375,1.603125,-0.59075,-0.103375,0.77775,1.73275,0.725375,2.26525,-0.790375
ZIC2,-3.107375,-3.772375,-2.292375,0.255125,-3.43525,-4.165875,-3.790625,-3.09025,-3.969875,-2.521,-2.0595,-0.301,-1.756,-2.36225,-1.91725,-3.394375,-2.180625,-3.7535714285714303,-1.49975,-2.230375,-2.362875,-1.613875,-3.157375,-1.061625,-3.29025,-0.672375,-3.7895,-2.49225,-3.388625,-4.43025,-3.330875,-0.497625,-0.25225,-3.653625,-3.006125,-3.4285,-3.708375,-0.93825,-1.511625,-0.775,-2.71375,-0.54625,-0.57425,-0.5605,-2.51175,-3.900625,-2.48825,0.831625,-3.586625,-3.61775,-4.123,-3.8155,-3.21825,-3.8185,-3.48225,0.3135,-2.91875,-1.977375
RBPJ,-1.0255,-0.9611666666666671,-0.8005,-0.5955,-1.4215,-0.9021667,-0.6923333,-0.9981667,-0.6703333333,-0.693,-1.1065,-0.8996666666666671,-1.04816666666667,-1.2565,-0.883166666666667,-0.954166666666667,-0.9893333333333342,-1.00083333333333,-0.7933333,-1.47083333333333,-0.944833333333333,-0.7878333000000001,-1.6955,-1.508167,-0.9118333333333329,-1.120333,-1.27,-1.263,-0.922333333333333,-0.2913333333,-1.308333,-0.721666666666667,-1.87,-1.5125,-1.5395,-1.304667,-0.820833333333333,-0.5806667,-0.6013333333333329,-1.578333,-0.5921666999999999,-1.2138333333,-1.182,-0.848666666666667,-1.48666666666667,-0.7321667,-0.9805,-1.5058333333333302,-0.8925,-1.2746666667,-1.2338333333,-1.0246666667,-1.2065,-0.7263333333333329,-1.679,-1.04,-0.4296666666666671,-0.956833333333333
TNFRSF10A,1.43725,0.44925,0.88025,1.0205,0.85625,0.8835,0.38575,0.48475,-0.25075,0.2305,0.506,0.299,-0.61275,1.0125,-0.33125,-1.36425,-0.11325,-0.16275,0.865,1.24925,1.9265,-0.544,0.16699999999999998,-0.158,0.57425,-0.25975,0.5185,0.76,1.02925,0.54925,-0.218,-0.82725,0.2335,0.2535,1.192,1.32,0.746,0.1,0.44825,-0.5515,0.6985,1.3159999999999998,0.0845,1.10525,0.4735,0.80275,0.899,-0.073,-0.79425,1.22875,1.56125,-0.45225,-0.02175,0.361,-0.2985,-0.27125,1.1325,0.07775
SMAD9,0.4015,-1.68375,-1.00825,-1.34575,0.22625,1.2990000000000002,-1.1605,-1.17075,-1.5319999999999998,-1.20375,-1.2575,-1.393,-2.64925,-2.21375,-1.7955,0.79775,-1.2655,-1.66775,-2.049,-0.612,-1.579,-0.4695,-1.41325,0.198,-1.31175,-1.3630000000000002,-1.64425,-1.1965,0.071,0.05625,-1.11875,-1.8880000000000001,-1.3325,-0.72225,-1.75825,-0.40325,0.32525,-0.84975,0.44875,-1.78925,-1.91275,-1.1440000000000001,-0.62025,-1.3395,-1.177,-1.094,-0.8395,-2.16975,-1.41775,-0.7115,-0.19025,-1.17275,1.96,-0.6115,-1.4715,-2.4555,-0.8755,-1.27425
PERP,2.9163,0.2027,-2.0925,1.9366,1.3054,1.1634,0.2638,0.6605,0.3838,0.6921,1.0276,0.7384,1.1175,0.6592,0.1978,1.9527,0.6366,0.2562,1.5449,1.2369,0.5887,0.7812,3.2651,1.7618,0.5639,0.5792,1.7372,1.3411,2.0364,1.0107,0.2196,2.2141,2.401,0.3161,1.8729,2.0137,1.8594,1.7776,2.0151,0.3872,0.3482,0.4558,0.4773,2.8587,1.6117,2.6163,0.7984,1.8906,-0.5205,1.7229,1.9269999999999998,1.0006,0.1207,2.5766,2.3775,1.0579,1.5689,0.4444
ACVR2A,1.90833333333333,1.4821666666666697,0.7071666999999999,0.9673333333333329,0.3871667,-0.2668333,0.254,0.5156667,-0.5876666667,0.597,0.4491666667,0.559833333333333,1.01716666666667,0.3306667,-0.0381666666666667,0.721666666666667,0.4241666666666671,-0.00849999999999999,0.9856666999999999,1.7103333333333302,0.659333333333333,0.5935,1.7968333333333302,1.2015,1.062,-0.28600000000000003,0.8063333333,1.8319999999999999,1.7263333333333302,1.9356666666999998,0.4423333,0.655,1.04733333333333,1.08916666666667,0.5391667,1.9480000000000002,1.493,1.271833,1.84433333333333,0.7821667,0.9755,0.6218333333,0.9078333333333329,1.8453333333333302,0.143333333333333,0.8703333000000001,0.773833333333333,0.8640000000000001,0.44833333329999997,1.3473333333000002,0.7088333333,1.1686666667,0.824833333333333,1.5546666666666697,1.8325,0.486,0.0696666666666667,1.16366666666667
RPS6KA6,-1.6440000000000001,0.2635,-1.3459999999999999,0.5705,1.3659999999999999,0.22399999999999998,-1.6269999999999998,-0.7325,-0.75,0.9635,-2.5865,-1.632,-1.859,-2.03,0.1615,1.3425,-0.7285,0.9135,-0.41600000000000004,1.0365,-0.0475,-0.564,0.5820000000000001,1.42,-0.872,-0.765,-0.0115,1.2865,-1.4025,0.3245,0.867,-0.7295,1.83,0.2535,-1.8195,2.1575,-0.1915,-1.5905,1.025,-1.1179999999999999,1.291,-0.158,-0.9945,0.5045,3.1839999999999997,-0.0155,-0.9009999999999999,-1.1095,0.7105,0.5595,1.08,-1.9340000000000002,1.0845,0.3225,0.701,-0.08800000000000001,-0.1275,2.2935
BMP8A,-0.36700000000000005,-0.1845,-0.023,0.0135,2.1035,0.9745,-0.163,-0.3075,-0.02,-1.127,0.3335,0.8740000000000001,-1.122,1.173,-0.397,0.67,-0.0645,-0.899,-0.2715,-0.0595,-0.8715,0.5589999999999999,-0.2005,1.244,-0.3315,0.7455,0.0025,0.4375,0.8605,-0.027000000000000003,-0.4265,0.8575,0.1625,1.3130000000000002,-0.532,0.0045,0.3815,-0.568,1.17,0.2095,-0.12300000000000001,0.069,1.3895,-0.7245,0.172,-0.1805,0.5815,-0.392,0.3165,-0.47600000000000003,-0.3185,-0.069,1.1555,-0.0315,0.691,0.6245,-1.0090000000000001,-0.09699999999999999
BMP2,-2.238,-2.568625,-1.396125,-1.836875,-0.57475,-2.4245,-2.11275,-2.111375,-3.097,-2.385375,-2.5135,-2.727,-3.40925,-3.7,-2.039625,-2.4991428571428598,0.065875,-3.019875,-2.15525,-3.261625,-2.404375,-1.51825,-2.45925,-2.233,-2.687,-1.78175,-3.118625,-2.95125,-1.8775,-2.9795,-2.654375,-3.120875,-2.932625,-3.1675,-2.418125,-1.842625,-0.857375,-1.83825,-3.197375,-2.8755,-2.279,-2.307875,-4.233375,-2.322125,-2.915,-2.128375,-1.79975,-3.207625,-3.273125,-2.859875,-3.034375,-2.600625,-3.178875,-2.551875,-2.419875,-3.294125,-1.159,-2.4415
CDK4,-0.4478,-1.0689,-0.36200000000000004,-0.1446,-0.5466,-1.2079,-0.2699,-0.4365,-0.3871,-0.0341,-0.2976,-0.7859999999999999,-0.0623,-0.4131,-0.1294,0.0071,-0.3502,-0.0581,-0.0033,-0.5497,0.4061,-0.8592,0.0606,-0.0897,-0.21899999999999997,-0.9654,0.0558,-0.1511,-0.9972,1.3357,-0.5287,-0.8425,-0.4682,-0.4532,-0.1747,-0.8117,-0.3951,-0.2853,-0.8129,-0.6445,-0.44799999999999995,0.1356,-0.4905,0.0947,-0.5075,-1.0131,-0.6526,-0.3075,-0.5944,0.5693,0.2305,-0.8475,-0.3264,0.4321,-0.6376,-0.5604,-0.3883,-0.6835
TNFRSF10C,-0.14725,2.48775,0.83825,0.52425,-0.316,-0.51825,0.16425,0.5195,0.63275,2.21175,0.046,0.27275,-0.142,0.196,0.8895,-0.18125,-0.33875,0.09125,0.158,0.33125,0.1235,1.5585,-0.14300000000000002,0.177,-0.30325,0.6975,-0.64775,0.77425,0.2585,0.045,0.9335,0.1065,-0.9465,0.42325,0.06425,0.316,0.033,-0.23375,0.065,-0.44325,0.3505,0.08025,1.21175,-0.18325,0.502,0.59475,0.01775,0.71025,0.322,-0.1005,0.6729999999999999,0.953,0.30775,0.7390000000000001,-0.5105,2.11625,0.68675,0.192
GTSE1,-1.30683333333333,-1.0205,-0.773,-1.25183333333333,-1.065167,-0.8355,-0.8431666999999999,-1.7418330000000002,-1.4,-1.8969999999999998,-1.526,-1.7530000000000001,-0.7295,-1.058667,-1.4169999999999998,-0.23916666666666697,-0.695333333333333,-0.700333333333333,-0.669,-0.676833333333333,-0.311,-1.7201669999999998,-0.9590000000000001,-1.172667,-1.04833333333333,-2.1183330000000002,-0.375,-2.2505,-2.07716666666667,-1.2018333333,-1.183833,-1.72416666666667,-0.305166666666667,-1.32566666666667,-1.9895,-1.3980000000000001,-2.148,-0.3888333,-1.43083333333333,-0.1296667,0.02966667,-1.1363333333,-1.8841666666666699,-0.3345,-1.21966666666667,-1.712,-0.794666666666667,-0.9435,-0.6366666667,-0.9555,-0.4731666667,-1.8335,-0.3956666666666671,-1.07466666666667,-0.5091666667,-1.1255,-1.02916666666667,-1.35433333333333
LFNG,2.40825,2.165,0.851125,1.963375,3.411125,3.995375,2.92275,4.033,2.057875,2.547375,2.308375,2.891125,2.61525,3.16825,2.4955,2.054625,0.417375,1.640375,1.30875,2.903875,1.515375,1.426625,2.678375,3.111375,2.380375,3.724125,1.075875,1.063875,1.113875,3.165875,1.6285,0.826125,3.488,0.789375,0.2445,2.880625,3.75075,1.884125,1.919875,1.6005,3.39775,0.77575,2.847375,0.532375,1.022875,2.224875,0.455625,2.928875,0.799875,1.005875,-0.03425,3.340875,3.269375,2.1245,2.65525,2.240375,1.968125,3.14225
RBPJL,-0.23800000000000002,0.24100000000000002,-0.0085,0.071,1.1955,0.9095,0.0165,0.1875,-0.063,0.522,0.0525,-0.5710000000000001,0.6275,0.3005,0.1425,-0.2935,-0.075,0.0905,-0.44299999999999995,-0.591,-0.7559999999999999,0.077,-1.2395,-0.2745,0.10400000000000001,0.049,0.0145,0.0805,0.534,-0.187,-0.055999999999999994,0.0795,0.505,0.27899999999999997,0.1075,0.038,-0.127,0.354,0.223,0.313,-0.129,0.267,-1.331,0.1855,-0.2865,-0.0275,-0.08199999999999999,0.0375,0.226,-0.1535,-0.64,0.6185,-0.081,-0.3895,0.2075,-0.1625,0.1935,0.873
DTX4,2.522,-0.35200000000000004,0.907,0.088125,0.920875,-0.876625,-0.148125,2.434625,1.919625,1.00825,3.186625,0.455625,2.127375,2.773375,1.600625,-0.15325,1.8395,1.351625,2.314,-0.180625,1.914875,0.12325,0.843,1.613375,0.11275,0.6315,2.862625,0.66125,2.256375,3.017625,1.934625,-0.650375,1.23225,0.94425,1.976625,0.1705,1.473875,0.648375,1.677375,0.384625,0.37325,0.34025,1.06575,0.802875,2.099,1.78025,1.193375,2.200625,0.94025,0.65275,0.098875,0.887125,0.063,1.420375,1.8459999999999999,0.42,0.76375,2.528125
IHH,0.11199999999999999,0.002,-0.01,0.2895,-0.3375,0.2385,-1.5490000000000002,-0.214,0.34,0.055999999999999994,0.2845,0.3995,-0.0135,-0.131,-0.0315,0.5295,0.135,0.4345,0.218,0.722,-0.266,-0.048,0.7595,0.0655,-0.382,0.643,-0.21600000000000003,-0.042,0.1195,0.1405,0.5489999999999999,-0.792,-0.40399999999999997,-0.0425,-0.5355,-1.724,0.42200000000000004,0.4945,0.289,-0.0665,0.239,0.21100000000000002,-0.5385,0.22899999999999998,0.503,0.0775,0.8425,-0.76,-0.18100000000000002,-0.0575,-0.29,1.208,0.2215,0.524,0.039,-0.797,-0.046,-0.2875
RPS6,0.201,0.045875,-0.36975,0.115875,-0.39799999999999996,0.743375,-0.350375,0.235,-0.779125,-1.086625,0.18275,-0.5235,-1.212,0.542,-1.11825,-0.5325,1.00825,-0.16875,-0.825875,0.1325,0.66225,-0.25,0.273125,-0.57025,-0.08900000000000001,-0.4545,-0.312125,-0.604875,0.19825,0.03975,0.611875,-0.309625,-0.7490000000000001,-0.201625,1.159,-0.187375,-0.869375,0.12925,0.4805,-0.138,0.12725,0.4505,0.57225,-1.06525,-0.746625,-0.6685,0.29825,0.69775,-0.800625,0.475625,-0.79425,-0.00575,1.033,-1.20825,0.892625,0.402,-0.730375,-0.14175
GADD45A,-0.746833333333333,-1.7565,-0.6335,-0.23316666666666697,0.6990000000000001,-1.551667,-1.8546669999999998,-1.9245,-3.2088333333,-2.426,-0.9079999999999999,-1.33466666666667,-2.67516666666667,-1.416333,-2.1443333333333303,1.2265,-1.07466666666667,-1.91283333333333,-1.6548330000000002,-1.8891666666666698,-2.7388333333333303,-1.96,-1.1085,-1.7085,-2.3325,-2.677,-2.2631666666999997,-0.8916666999999999,-0.19116666666666698,-0.9205,-1.6775,-2.1241666666666696,-1.9280000000000002,-0.4776666666666671,-1.7655,-2.3976669999999998,-0.932333333333333,-1.629333,-1.04283333333333,-1.3815,-3.0535,-1.5023333333000002,-1.5390000000000001,-0.0368333333333333,0.0446666666666667,-1.2075,-1.0045,-2.1881666666666697,-1.3056666667,-1.6365,-1.7981666666999998,-2.2348333333,-1.3259999999999998,0.24666666666666698,-2.1255,-0.897166666666667,-1.12833333333333,1.14916666666667
PPP3R1,0.35925,-0.388125,0.0365,0.410125,-0.429875,-0.33025,0.04675,-0.249,-0.10225,0.1045,-0.2735,-0.06625,-0.042375,-0.69575,0.078875,0.127625,0.652625,-0.718375,0.131125,-0.166375,0.1635,-0.7985,0.18525,-0.065875,-0.38325,-0.26525,0.446125,-0.057875,0.593125,0.068,0.052000000000000005,0.3165,0.21625,-0.14525,0.233875,-0.33925,0.012875,-0.04475,0.241375,-0.666125,-0.007375,-0.651875,0.75225,-0.153125,0.368375,0.43625,-0.155625,-0.077125,-0.27525,0.2815,-0.0235,0.22175,0.22899999999999998,0.048125,0.249,-0.116875,0.085375,0.16375
PIK3R2,0.3385,0.009499999999999991,-0.10925,0.505375,1.204375,1.230125,0.464125,-0.634875,0.076375,0.181125,-0.049,0.1285,1.023875,0.110625,-0.240875,0.51275,-0.091625,-0.00925000000000002,1.485625,0.206875,0.473875,-0.79725,-0.2425,0.297125,0.59075,-0.019375,0.283875,0.274875,-0.19775,0.415375,0.005375,-0.0105000000000001,1.4465,0.73575,-0.526,0.95575,-0.3185,0.04325,-0.30325,0.445125,0.627375,1.0675,0.3845,-0.70775,-0.1295,1.0590000000000002,1.023375,0.69675,0.636125,-0.228875,1.0835,-0.194625,0.56875,-0.536875,1.053875,-0.001625,0.090875,0.2865
CSNK1G1,-0.4533333333333329,-0.22,0.43,0.31008333333333304,-0.5714167,0.4044167,0.07508333,0.18591670000000002,0.30175,-0.00741666666666665,0.0166666667,0.4725833333333329,-0.20600000000000002,0.3705,0.265166666666667,-0.0773333333333333,-0.0741818181818182,-0.45575,0.5033333,0.142833333333333,0.2,-0.4695,-0.0496666666666666,0.05558333,0.3015,0.06591667,-0.31275,-0.5149167,-0.8575,-0.43799999999999994,-0.10691669999999999,-0.41225,-0.0845,0.20625,-0.3205833,-0.6508333000000001,0.0934166666666667,0.05325,-0.0787500000000001,-0.3606667,0.2995833,-0.30775,-0.59775,-0.20558333333333303,-0.401,0.5068332999999999,0.7005454545454539,-0.23391666666666697,-0.8544166667,-0.3124166667,0.1103333333,-0.04425,-0.640583333333333,-0.505,0.738,-0.28225,-0.26,-0.731416666666667
CASP9,-1.022375,-0.10375,-0.289125,-1.140625,-1.166875,-0.37275,-1.10875,-1.0555,-1.79,-1.55,-1.251625,-0.85925,-1.4475,-1.21825,-1.611,-0.652625,-1.429,-2.115125,-0.638,-0.9465,-0.7765,-1.47875,-1.42925,-1.202375,-1.305375,-1.0685,-0.439625,-1.046625,-0.763625,-0.631125,-2.008,-0.571875,-1.116125,-1.261625,-1.032,-0.816125,-0.35375,-0.637875,-1.77175,-1.039125,-1.67225,-1.540375,-0.000624999999999999,-0.738625,-1.367875,-0.428125,-0.541625,-1.574125,-0.180625,-0.999875,-0.91325,-0.903,-0.739875,-0.503125,-0.119625,-1.58225,-1.104875,-0.77875
NFKB1,0.5013,0.7577,1.4454,1.709,0.5444,2.4145,1.2526,1.0697,0.6008,0.6151,1.3082,1.2432,0.3507,0.5897,0.5539999999999999,0.3974,0.7866,0.3442,1.2777,0.857,1.1701,1.2443,1.0472,2.0402,1.3381,0.9187,1.2019,0.9336,0.6908,1.4941,0.5498,1.2331,1.5319999999999998,0.5442,0.4337,0.6943,1.318,1.1848,1.1432,1.5792,1.3813,0.6604,0.8443,1.3688,0.7457,1.1069,0.9953,1.6449,0.8471,1.3258,1.5443,0.5499,0.8532,1.0028,-0.0185,0.8817,1.3139,1.1758
RPRM,-2.30216666666667,-2.678,-2.8505,-2.256,-1.8593330000000001,0.267,0.7808333000000001,-2.4443330000000003,-2.6683333333,-2.46183333333333,-1.568,-2.81283333333333,-0.864833333333333,-2.2991669999999997,-0.46683333333333293,-1.89433333333333,-2.66466666666667,-1.6485,-1.2329999999999999,-3.03033333333333,-2.46916666666667,-1.6230000000000002,-3.2851666666666697,-2.1703330000000003,-2.4505,-1.6841669999999997,-2.1103333333000003,-2.4643330000000003,-2.6148333333333302,-2.5473333333,-2.2726669999999998,-2.32483333333333,-0.961666666666667,-2.43766666666667,-2.995833,-0.1286667,-1.00033333333333,-2.5918330000000003,0.718,-2.179667,-2.826833,-1.3435,-2.8276666666666697,-0.735,-2.68316666666667,-2.374,-3.13683333333333,-2.35233333333333,-2.6568333333000003,-3.1243333332999996,-2.9365,-1.0293333332999999,0.8125,-2.8851666666666698,-2.6968333333,-1.11833333333333,-2.6083333333333303,-3.1312
BMP5,-2.88475,-2.785,-3.0610000000000004,-2.2466666666666697,2.12025,-2.53975,-3.40725,-2.28875,-2.307,-2.3280000000000003,-2.5155,-2.95475,-2.733,-2.401,-2.86225,0.75775,-2.7675,-2.6595,-0.21,-3.00725,-3.3939999999999997,-2.31325,-2.8160000000000003,-3.17275,-2.51,-2.016,-2.55625,-2.88925,-2.7239999999999998,-3.18425,-2.57,-2.45275,-2.763,-2.95175,-2.21575,-2.84125,-2.35425,-2.24825,-2.682,-2.42,-3.24275,-2.42225,-3.40325,-2.76725,-2.55175,-3.04175,-3.07675,-3.21475,-2.9175,-2.97575,-2.81575,-2.75625,-2.50225,-2.99825,-3.39125,-2.95525,-2.9389999999999996,-1.99875
TRADD,0.7365,1.09733333333333,0.8213333,-0.5941666666666671,1.2185,-0.8661667,0.2905,0.3283333,0.1288333333,0.6965,-0.5728333333,0.500333333333333,0.0746666666666667,-0.223,0.731666666666667,0.33483333333333304,0.36200000000000004,-0.0626666666666667,-0.18866670000000002,0.734833333333333,-0.0633333333333333,0.8928333,-0.308166666666667,-0.1146667,0.0586666666666667,-0.13466670000000003,0.508,0.8056667,0.867166666666667,0.37466666670000004,0.3958333,0.9008333333333329,1.1475,0.1135,-0.06433333,0.7508333,0.76,0.044000000000000004,0.307166666666667,0.664,0.03416667,0.6233333333,0.109333333333333,0.642333333333333,0.22416666666666699,0.643,0.125333333333333,-0.4045,-0.055,0.2915,-0.5071666667,0.23166666670000002,-0.17966666666666697,0.3976666666666671,1.8738333333000001,-0.309666666666667,0.707333333333333,1.073
DVL2,-1.62766666666667,-0.621833333333333,-0.6771666999999999,-0.651166666666667,-0.9136666999999999,-0.9605,-1.119333,-0.8891667,-1.0928333333,-1.24483333333333,-1.3975,-1.16583333333333,-0.9098333333333329,-0.8903333000000001,-0.695166666666667,-0.687,-0.134666666666667,-0.579333333333333,-0.7951666999999999,-0.8645,-1.27283333333333,-0.7793333,-0.638333333333333,-0.5246666999999999,-0.879,-0.3665,-0.7738333333,-1.068333,-1.5151666666666699,-1.1478333333,-0.7241666999999999,-0.898833333333333,-1.23516666666667,-0.5861666666666671,-1.077,-0.9738333,-0.7776666666666671,-0.9938333,-0.9036666666666671,-1.0255,-1.3635,-0.7481666667,-0.588666666666667,-1.3453333333333302,-0.7055,-1.0195,-1.3359999999999999,-0.763833333333333,-0.0055,-0.9553333333,-0.9403333333,-0.3366666667,-0.507666666666667,-0.7161666666666671,-0.30216666670000003,-0.916166666666667,-1.05466666666667,-0.61
DLL1,1.149,2.088625,0.779125,0.884,1.494875,0.837625,0.1032857,1.100875,0.652,0.509375,0.1902857143,1.28525,0.135625,0.481125,1.18675,1.312625,0.643875,0.888375,1.018625,0.52025,0.0904999999999999,1.064875,0.25725,1.0635,0.871625,1.222,1.122,0.618125,0.90575,1.430375,0.76825,1.244875,1.747625,0.79975,0.7825,0.45375,1.3295,1.541625,1.2635,0.724625,0.47925,1.107,0.67475,0.43125,1.025875,1.0525,0.645125,0.58475,0.698375,1.210375,0.623,1.008375,0.71275,1.5295,0.48325,1.058625,1.839125,2.21725
LEFTY1,-1.08775,-2.7475,-2.7885,-1.5830000000000002,-2.5115,-1.9245,-1.9505,-2.09725,-0.99125,-1.995,-1.59675,-1.0715,1.146,0.3695,0.754,-1.33375,-3.1015,-1.35275,-0.977,-2.63175,-3.1025,-2.74875,-2.69425,0.016,-0.7959999999999999,-0.85875,-2.1965,-2.45475,-1.96975,-2.48075,-2.61525,-1.5375,-1.19775,-1.82125,-2.7835,-1.68175,5.44775,-3.2235,-2.35325,-3.2310000000000003,1.05225,-0.32975,-0.67975,-0.13975,-1.55125,-2.7225,-2.44675,-0.518,-1.62325,-2.4445,-2.39375,-1.706,-1.631,1.3565,-2.7460000000000004,-0.294,-2.09975,-0.43200000000000005
BLM,-2.65725,-0.858,-1.41575,-1.62025,-1.62275,-0.89925,-1.11,-1.685,-1.607,-1.79125,-2.12375,-1.83875,-1.02125,-0.6895,-1.65125,-1.7495,-1.3315,-1.14725,-1.473,-1.3485,-1.4225,-2.004,-0.649,-2.344,-0.21725,-1.111,-0.45375,-1.6385,-0.70275,-2.60225,-1.45675,-1.35825,-1.52475,-1.821,-1.30325,-1.50175,-2.2525,-1.48425,-1.00475,-1.9515,-1.4655,-1.38025,-1.72475,-0.88225,-1.56475,-2.00475,-1.1595,-1.60775,-0.626,-2.061,-1.5235,-1.44075,-1.14975,-1.38775,-1.2565,-0.9695,-1.75575,-1.261
PPP2CB,0.5755,-0.690166666666667,-0.4438333,-0.0295,-1.431167,-0.3585,-0.634,-0.7341667,-0.1136666667,-0.2995,-0.0085,0.317,-1.24933333333333,0.2788333,-0.09699999999999999,1.12933333333333,-0.654166666666667,-1.21666666666667,0.7631667,0.499,0.338333333333333,0.2983333,-1.7418333333333302,-0.5411667,0.00633333333333334,-0.5085,-0.7961666667,-0.2681667,0.552,0.1051666667,-0.7303333000000001,1.2268333333333301,-0.0788333333333333,-1.3835,-0.408,-0.7140000000000001,-0.20233333333333303,0.5971666999999999,-0.46916666666666706,0.0001666667,0.9328333000000001,0.38833333329999997,0.591666666666667,0.529,0.5925,0.2583333,0.690166666666667,0.00533333333333333,-0.9973333333,-0.2655,0.0968333333,-0.8055,0.0185,-0.5985,1.1496666667,0.135,0.830333333333333,-0.212
PDPK1,0.43971428571428606,-0.0622857142857143,0.3692143,0.259785714285714,-0.08035714,0.5537857,0.5045714,0.4447857,1.0440714286,0.9500714285714279,-0.0027142857,0.42792857142857105,0.43042857142857105,0.9135714,0.651071428571429,0.753357142857143,0.2795,0.33092857142857107,0.9335713999999999,0.673285714285714,0.8145714285714291,0.3075,0.6117142857142861,0.8974286,-0.0704285714285714,0.6937143,-0.2221428571,0.4820714,-0.281785714285714,0.6683571429,-0.1100714,0.6301428571428571,0.135928571428571,0.30692857142857105,0.535,0.3278571,0.691071428571429,0.002071429,0.7034285714285721,0.2540714,-0.2097857,0.5344285714,-0.101285714285714,0.6558571428571429,0.5186428571428571,0.7061429,0.234357142857143,0.9365,0.9285,-0.2987142857,0.9305,0.9595,0.405,0.398714285714286,-0.2855,0.11357142857142899,0.346857142857143,0.36621428571428605
RAD51C,-1.93375,-0.163,-0.16925,-0.66975,-2.57475,-0.53925,-1.3459999999999999,-1.81275,-2.638,-0.85875,-0.732,0.1125,-0.6345,-2.25725,-0.49975,-0.43125,-1.65875,-0.0275,-1.79175,-2.32575,-1.08325,-1.0955,-1.36175,-0.9790000000000001,-1.5905,-2.01925,-0.67425,-1.8115,-2.505,-2.49625,-1.58325,-1.06075,-1.5475,-2.04975,-1.24075,-1.31025,-1.81725,-0.9475,-3.411,-1.84075,-1.96775,-0.91125,-1.09675,-0.86075,-0.585,-1.8175,-0.59625,-1.5330000000000001,-0.37225,-1.3135,-2.08025,-1.982,-0.82575,-1.913,1.16325,-0.155,-2.099,-2.1975
IL1RAP,-1.1335,-0.87,-0.5066667,-0.542833333333333,-0.5565833,-1.7460830000000003,-1.321917,-0.008916667,-0.6673333333,-1.08308333333333,-1.30325,-0.642166666666667,-2.0475,-0.7591667,-0.889666666666667,-1.58716666666667,-0.567666666666667,-1.30783333333333,-0.7355833,-0.908166666666667,-0.93,-0.9615833,-1.2429999999999999,-0.6404167,-0.896083333333333,-0.2721667,-0.00275,-0.4745,0.355,0.1480833333,-0.1661667,-0.5669166666666671,0.23316666666666697,-0.03775,-1.198667,-1.090167,0.24216666666666697,-0.06683333,-0.0370833333333334,0.14908329999999997,-1.435917,-1.3960833333000002,-1.4200833333333303,1.4071666666666698,-1.23033333333333,-0.2784167,-0.2885,0.943416666666667,-0.8948333333,-0.5694166667,-0.7639166667,-1.0303333333,-0.32125,0.4016666666666671,0.9439166667000001,-0.4556666666666671,0.78375,0.663583333333334
GLI3,-0.15475,0.8215,0.51875,1.153,2.0965,0.658125,0.85975,0.523875,1.128875,-0.840375,2.336,0.83525,0.74925,1.62325,0.784125,0.206625,-0.31775,0.2655,-1.146375,-0.850125,-1.1995,-0.3145,-1.892625,-0.287125,0.28975,1.939,0.16,0.785125,-0.609,0.277875,0.316,1.564125,-0.08199999999999999,2.12325,0.905875,-0.04875,-0.062625,0.757375,-0.129,2.221375,1.727875,1.647875,0.898,0.5135,-0.151625,0.713,0.368,0.396,1.971125,0.157625,0.43775,0.95625,1.87075,0.302,-0.856875,1.414875,1.023875,-0.91025
